rating,review,sentimen
5,tambah canggih dan banyak pilihan memberikan solusi terbaik,positif
1,pinjaman pertama udah lunas pembayaran lancartak pernah telat tapi begitu mau ngajuin lagi ditolak berkalikali tapi iklannya ada terus mengecewakan sekali,negatif
1,gak pernah klik gojek plus tiba langanan aneh sekali,negatif
5,selama pakai aplikasi gojek alhamdulillah drivernya baik selalu dapet orang yg enakan dan amanah semoga terus begini,positif
5,app terbaik bikinan anak bangsa saya bangga menjadi bagian darinya,positif
1,saya tidak pernah merasa pesan makanan sama skalitpi tiba di notifikasi pesanan siap di antarpadahal hp saya dlm keadaan mati jam karna sedang di chargersaya nyalakan hp saya muncul notifikasi pesanan siap diantar dgn pembayaran cashsaya mau telp cs nya tdak bisa krna tdak ada no telp yg bsa di hublagi di toilet kah atau lagi izin istirahat makan cs nya,negatif
1,jawabannya cuma selalu itu aja tpi menyelesaikan masalah keluhan driver nol,negatif
3,kali pesen makanan nunggu satu jam lebih tetep ga dapet driver udah pindah resto yg lebih deket sama titik antar juga tetep ga dapet chat ke cs yang bales botnya mulu mau chat resto kita gabisa chat duluan kan yg dirugikan jadi customer juga tolong dong klo chat cs itu jgn bot mulu,negatif
1,kok di aplikasi di hape saya tiba tidak ada halaman promo tidak bisa masukin promo tidak bisa liat promo,negatif
3,kenapa tidak ada pilihan kasih bintang ke resto biar restonya evaluasi kalau tidak jelas pilihan ngasih bintangnya kadang muncul kadang tidak sudah ikut tutorial di google tetap gak bisa,negatif
5,tingkatkan,positif
1,gangguan mulu norak,negatif
5,mantap gojek sukses selalu,positif
1,gopinjam nya kok susah sih foto ulang terus,negatif
1,kecewa udah mesen food ga ada di ambil udah ganti driver di diemin menit cancel sndri tolong lah aplikator klw melewati order atau cancel di suspen biar pada jera driver nya menunggu lama tp ga ada hasil dan kalau ga mau ambil order jgn on aplikasi biar ga nyusahin org lain,negatif
5,selama ini pelayanan masih memuaskan,positif
5,penjemputan tepat waktu driver ramah dan nyaman,positif
2,mau menyampaikan keluhan susah banget apalagi terkait transaksi yang dibatalkan oleh mitra itu sendiri karena pelanggan memilih trip hemat memang tidak boleh ya pelanggan memilih trip hemat kalo begitu untuk apa diadakan,negatif
1,aku top up tiba tiba di transfer ke gopay tabungan maksudnya apa gak ada persetujuan dari user seenaknya aja dialihkan,negatif
5,manteb puol,positif
1,tolong pihak gojek dong kalau saya pesan kendaraan kenapa sering ditolak terus dah payah amat,negatif
1,habis pesan makanan datang telat abis itu tarif perjalanan ke stasiun yg biasanya cuma k naik jadi rb aplikasi peak bikin kesel abis telat cuma minta maaf pake voucher yg ntah bakal dipake apa nggak malah pelanggan dikerjain lagi,negatif
1,sekarang gojeg gak bagus pelayanan nya dalam pengiriman barang syaa jadi rusak karna kemasukan air dan saya jadi rugi,negatif
5,memudahkan untuk jlan,positif
5,sangat membantu aktifitas transportasi dan pengantaran pesanan,positif
5,sangat membantu saat perut sedang laparrdan malas keluar,positif
1,aplikasi apa sih ini udah di update malah tambah lemot ga guna tau ga,negatif
4,sangat bermanfaat bagi masyarakat terus berkembang dan berinovasi ya gojek chayyo,positif
5,sangat baik bagi para lansia,positif
1,mau hapus akun susah banget,negatif
5,banyak promo woyy membantu syekali makasih gojekk,positif
5,udah murah belagu lagi parah customerramai cuma dapat vocer mullu biar harga nya murah hama customer,positif
3,biasa aja,negatif
5,sangat terbantu mantap,positif
1,pylatter gojek pmbyrn bgs ga prnh trlmbat sllu pesan trus limitnya d blokir,negatif
1,sangat kecewa tidak bisa cancel driver lama penjemputan ongkir semakin mahal cs menangani masalah dengan sangat buruk untuk sebuah masalah yang simpel,negatif
5,simpel penggunaan aplikasi nya,positif
1,apk potongan ke driver parah,negatif
5,sangat membantu dan bisa pesan ap aj tinggal nungguh drmah di anter sma abng ojol depan pintu hehee,positif
1,aplikasinya bagus sih ya lumayan banyak promo walaupun biaya layanan besar yang buruk cuma penanganan masalah aja masa bayar paylater dari tgl sampai sekarang tgl masih dalam proses udah buat laporan x jawabannya sama nunggu hari kerja ini udah hari kerja woi kalo gabisa return return biar tak bayar ulang masa aku harus bayar x mna gada cs yg bs diajak ngobrol dahlah mending pakai grab lebih laguss gak ya gojek gojek lemot,negatif
1,di turunin gak sesuai,negatif
5,lebih banyak diskon nya,positif
1,gojek lagi kenapa sih mau masuk susah banget oerivikasi muka tetep aja gagal bisa di permidah gak sih pake ktp mulu ktp ilang belum di urus karna belum sempat waktunya,negatif
1,gojek semakin iritmedit,negatif
1,gak banget dah kadang susah cari driver nya sampe harga naik pun tetep gak ada dan baru ada pas harga gak masuk akal padahal jarak menit doang,negatif
5,murah dan recommended,positif
1,lama dapat driver ongkir dan biaya penanganan naik sudah pakai yg express masih sama lama nunggu  jam an lebih,negatif
5,sejauh ini aman,positif
5,tolong dikurangi dong harga jemputan makanan dll biar pas uang nya ya,positif
3,tolong dong perbarui motor motor driver nya udah banyak yg gak layak soalnya kendaraan nya buat pergi jauh saya beberapa kali naek gojek malah mogok di jalan akhirnya saya mutusin lanjutin jalan kaki untung mogok nya udah deket,negatif
1,so very bad,negatif
1,saat pemesanan banyak yg batalin ada apa nih saya mesen sampai sejam gk ada yg mau nerima,negatif
1,sangat buruk pesan driver pda lama,negatif
1,lemot parah aplikasinya,negatif
1,sangat buruk pelayanannya saya pesan gokardriver sangat slow respondichat tidak balasditlp tidak ditanggapimenunggu sangat lama lebih dari menit akhirnya saya canceldan saya coba pesan kedua respon yang samatidak ada gunanya saya pesan gocar jika pelayanannya burukterlebih disituasi yg darurattidak bisa diandalkan,negatif
5,applikasi keren saya bisa minta anterin pesanan cwe saya mantap,positif
1,ada paket tertukar by gosend instan aplikasi dan driver sama sekali gaada respon,negatif
3,menyusahkanharrus pakai pin gopaykalo lupa wassalamgoodbay,negatif
1,iklan teros,negatif
1,masa argo  mintanya  bukan sekali tapi tiap pesen pulang dri yaman sari ke danasari sllu minta tambah x dri agro aslinya tolong gocard area slawi yomani arah keguci trutama mohon dicek,negatif
1,gofood nya tolong ditingkatkan lagi makin lama pengirimannya,negatif
1,lelet nya masen sayur asem jam  jam  siang belum dianter juga hadeh,negatif
1,aplikasi buruk dalam menangani komplain pelanggan setelah semua transaksi sy selesai nanti mau sy tutup akun sy krn gak guna gojek hanya merugikan sy sebagai costumer,negatif
1,kok gini sii grep nya ngak bisa daftar katanya ada kendala tapi gitu trus,negatif
1,tidak bisa chat dengan resto padahal pesanannya kurang,negatif
2,kagak usah ngasih promo klo driver kagak ada yg mau ambil,negatif
3,tolong ya diperbaiki lagi koordinat nya saya sesuaikan dengan peta tapi keganti pas dipesan jadinya saya harus jalan jauh lagi untuk nemuin goridenya rugi waktu dan uang,negatif
5,promonya tambahin dungs,positif
1,drivernya gblk nabrak mulu,negatif
1,mau daftar verifikasi wajah gagal trus mau buat akun lama pdhal mau beli keburu laper ferifikasi wajah gagal trus,negatif
5,oke bed,positif
1,pantesan gojek sekarang sepi cara mangga ni masalah aj ribet suman gara lupa pin dong harus kirim ktp belum tentu di acc masih nunggu pengajuan konfirmasi nunggu lagi ini kalo orang buru kondisi darurat mau ke dokter masih nunggu pengajuan acc dari gmail dulu mau pesan gojek emang iya harus nunggu berhari dulu baru gojek mati aj udah,negatif
1,menit juga engga masa ga bisa dibatalin apalagi ini makanan jd klo salah pencet rugi ga bisa ubah orderan harusnya jgn hanya menguntungkan developer ma penjual aja tp pembeli dirugikan,negatif
1,beberapa layanan ditutup gjelas,negatif
1,gofood jadi salah satu pilihan saya untuk pesan makanan tapi terkadang beberapa kali pesanan tibatiba dibatalkan oleh penjual padahal sudah tertulis pesanan sedang disiapkan tapi setelah nunggu setengah jam bahkan lebih malah dibatalkan dan yang lebih buruknya saya nggak tau apa alasan pesanan saya dibatalkan seharusnya ada kompensasi untuk pembeli jika pesanan dibatalkan oleh penjual karena saya sebagai konsumen merasa sangat dirugikan,negatif
5,waw,positif
5,sejauh ini oke sangat membantu,positif
1,mohon untuk update area map karna tidak terconfigurasi sama map alamat di google yang sudah pas untuk izin apk location udah dari awal instal,negatif
5,ak kasih bntng  krena aplikasi ny mmbntu buat jln kmn aj,positif
3,kok banyak percobaan nomor saya padahal baru instal loh,negatif
1,aplikasi lemot,negatif
3,kok sekarang promonya hilang ya perasaan dulu banyak promonya kenapa sekarang mesti harus ada bank tertentu baru bisa dapat promo,negatif
5,untuk driver tua mohon jangan di pake lagi,positif
1,tolong la gojek kalau pengisian salso gopay jgn d otomatiskan saldo yg d isi lgsung ke tabungan jago soalnya gak semua org aktifkan itu jd saldo tertahan gak bs d pakaii menyusahkan jdnya apa lagi buat org yg lg butuh dana mau beli sesuatu jd sulit karna saldo tertahan d jago,negatif
5,aplikasi nya sangat membantu dan oke banget,positif
5,keren dan nyaman pakai gojek,positif
5,paylater tidak bisa di pakai belanja di tokopediapadahal di gojeknya paylater bisa di gunakan di tokopediatpi gak nyatanya gak bisa,positif
5,semua dibuat flexibel dan ga ribet tks gojek,positif
1,banyak modus,negatif
5,kenapa sekarang mencarikan drivernya gak yg paling dekat sekarang klo order dapat nya driver yg paling jauh hhuufft,negatif
5,gojek selalu tepat waktu gak pakai lama sebagai tukang pijet panggilan gak punya motor gojek sangat membantu sekali bagi sy dalam menjemput rejeki allah semoga gojek selalu ada dan jaya dinegeri tercinta ini indonesia,positif
5,o top,positif
1,harga makanan di gofood semakin gak ngotak mahal banget parahh,negatif
1,saya tidak melakukan transaksi saldo saya kepotong sendiri,negatif
1,gak bisa di instal,negatif
1,woi kok top up saldo gopay nya tidak masuk masuk,negatif
1,gojek makin gak bermutu,negatif
1,mau lapor penutupan resto gak dijawab dimana udah beebrapa email,negatif
1,app kosegala ada pinjol yang ngechat kocak udh serahin ke grab aja,negatif
5,oke dan sangat penting,positif
5,bagus mantap oke,positif
1,nyari driver nya susah bgt bangsat,negatif
5,good recommend,positif
1,susah,negatif
5,terus berusaha,positif
1,saya kasih bintang saja biar di perhatikan gojek kurang update alamat yg benar input alamat yg benar sulit tak bisa di kasih masukan maunya mengikuti saran yang disediakan gak bisa pas alamat yg belum pernah menjadi tujuan yg keluar alamat sekitarnya alamat rumah saya saja sudah di benerin tetap saja yg keluar alamat yg keliru harusnya no tetap saja no aplikasi map nya guuooblog pekok,negatif
2,dear gojek tolong dong saya sudah tf tapi hanya notip doang yg masuk saldo nya kagak berubah tolong dong ditindak lanjut itu duit bukan daun makasih,negatif
5,proses cepat ,positif
5,sejauh ini oke walau kadang suka nyebelin jg,positif
5,semua ok thanks,positif
5,kelaz,positif
3,ongkir gojek sekarang sangat mahal,negatif
1,gak maen,negatif
5,the real pelayan super membantu,positif
1,tiap pesen gofood susah dapetin drivernya jadi telat sampai berjamjam,negatif
5,senang memakai aplikasi gojek,positif
5,makanannya mantap dan bumbu ga pelit harga standar dan kenyang di perut,positif
5,aman murah joss,positif
5,gojek cukup bagus dan membantu banget,positif
5,gak bakalan bosen atau bingung kalau pilih makanan,positif
1,ribet kali daftar nya konto,negatif
2,parah daerah purwakarta susah driver mobil,negatif
1,anehh semua tiba vovher hilang suka kalian,negatif
1,mulai per hari ini tgl  semua tagihan gopaylater saya sudah saya lunasin semuanya dan sudah tidak ada lagi tanggung jawab saya dengan gojek jika dikemudian hari ada yg pihak yang tidak bertanggung jawab memakai gopaylater atau gojek mengatasnamakan saya saya tidak akan bertanggung jawab aplikasi gojek sudah saya uninstall,negatif
1,gofood jelek pengiriman prioritas tapi terlambat menit tidak di kasih kompensasi padahal sudah bayar lebih,negatif
1,saya pelanggan lama tahun ini baru ngerasaain kcewa saya sering pesan gofood dan makin kesini makin aneh pengiriman express tetap aja telat dan pernah udah nunggu makanan jam tiba di batalin mau komplen bingung komplen kemana itu jam makanan kita udah di buat apa belum malah di cancel ntah dari sistem apa restonya klo dari restonya harusnya cancel dari awal biar saya cari resto yang laen ga perlu nunggu lama sampai jam makin kesinimakin lama pengiriman padahal resto tidak jauh,negatif
5,suka pesen makanan tapi males keluar gojek aja  whoossh,positif
5,cocok buat order makanan dan oejk online,positif
5,thks gojekmantap semuanya,positif
1,driver makanan selalu ga ada,negatif
5,app terbaik dari yang terbaik,positif
5,good application for user,positif
3,setelah pembaruan bukannya makin bagus malah makin error saya topup saldo ga masuk masuk kacau,negatif
1,mohon atensinya dari pihak gojek hari ini saya pesen gocar dapet driver yang bisa memanipulasi aplikasi nya mungkin karena status perjalanan sudah selesai dan saldo gopay sudah terpotong tanpa menyelesaikan trip atau tanpa mengantar saya alangkah baiknya jadi bahan evaluasi,negatif
5,tingkatkan terusjangan lupa banyakin promo ya,positif
5,imut,positif
2,saya mau ada goservicenya tapi gak nemu,negatif
1,woii bossaya udah muter muter tangerang selatan kota tangerang habis bensin  tanki pertamax orderan di kasih  biji dari pagi sampai malam,negatif
1,apaan dah sering banget di cancel ga sekali dua kali berkali kali aku order gojek langsung di cancel sm drivernya ga lagi lagi order di gojek,negatif
1,aplikasi gk mutu pesen food sebelum magrib sampe jam  malam belom dapat driver giliran chat castamer servis bilang gak bisa karena driver sudah ambil pesanan setelah cek aplikasi masih belum dapat driver jugaaplikasi gatel,negatif
5,gojek selalu tepat waktu,positif
1,transaksi setiap hari sllu memakai gopay tapi sampe sekarang ga ada gopaylater di dana aja saya udah dikasih limit paylater ga ada apresiasi untuk pengguna setia gojeg kalo dah ada limit saya tambahin bintang nya jd full disaat semua apk mempermudah taransaksi pake paylater hanya gojeggopay lah yg paling sulit ngasih paylater,negatif
5,selama menggunakan aplikasi ini,positif
5,cepat tepatok,positif
1,cujup satu gak bermutu pelayanannya,negatif
5,bersih,positif
5,cepat dan tepat lokasi pengiriman,positif
5,senangya pakai ored tiap hari,positif
5,sangat membantu di kala g ada kemdaraan,positif
5,alhamdulillah gojek is the best,positif
5,smngat t,positif
5,sangat nyaman,positif
5,oke banget good job,positif
5,gapernah dapet kupon lagi,positif
5,membantu untuk pergi kemana pun,positif
4,saya suka menggunakan aplikasi go jek lamasayang sekali kadang kalau musim hujan gini aplikasi go jek respon lamaa,positif
5,terimakasih sangat membantu dalam kondisi tertentu,positif
5,ya ok bagus bisa di gunakan dengan baik,positif
5,mantap pokoknya semua ok,positif
5,sukamurahcepat,positif
5,gue kasih ranting perbaiki lagi sistem gopaylater nyajangan yg ga pernah telat bayar dikit sedikit blokir blokiritu gopaylater buat belanja kanklo ga niat kasih pinjam tutup permanent aja gopaylater nya,positif
1,mkin aneh anj masa hrs nunggu  menit lgi butuh bgt jga,negatif
5,mntp bnget,positif
5,a aku tak ada w dede w xsemua aw w ews deeh swasta wkwk aww  se rewa ae as,positif
3,makin kesini makin mahal padahal cuma jarak dekat ajaa,negatif
5,hayu,positif
1,tolol nih applikasi pagi pagi udh gangguan aja top up gopay di notif sudah berhasil malah di applikasi ga masuk gausak sok sokan ngadain promo benerin tuh sistem applikasi nya,negatif
3,saya mau mindah titik jemput ngga bisa selalu berubah ke tempat biasa saya order,negatif
5,soal pesen makanan lebih murahjadi sering gojek,positif
1,pelayanannya sangat buruk kasar menyesal download n pake ini aplikasi,negatif
1,vocer promo ga bisa dipake,negatif
5,driver nya baiksalah titik masih legowo orangnyataufanmardiono,positif
5,senangmantap,positif
5,cepat mantap,positif
5,kenapa gofood sekarang gak ada flutter google map seperti dulu ,positif
5,semoga lancar dan aman,positif
5,lebih aman,positif
1,pesan gofood berjarak km ongkir pengantaran reguler sebesar sangat ga masuk akalapakah jam ramai ongkir naik sedangkan estimasi waktu tetap sama,negatif
3,ya lumayan lahbisa buat ganjal perut,negatif
1,pengantaran terlalu lama klw mau cepet bayar lebih setelah ini goodbye gofood wellcome shoope food,negatif
2,pas lagi butuh gojek malah g bisa yg katanya rame lah apa lah sistem,negatif
3,saran aja kalo ada yg pesen xl drivernya tau diri mobilnya kalo kecil jangan di ambil ribet bgt,negatif
5,mantanp,positif
4,lumayan lah,positif
5,cepat datang makanan ny,positif
5,mantap drevernya top baik kecil tp lincah bawa motornya,positif
5,wez mantap,positif
5,sikap yang baik dan ramah,positif
1,jangan mau pake fasilitas gopay pinjamgopay later kalo telat dendany ga ngotak sama penagihannya udh kaya preman komunikasi juga gada ramahnya mending pake aplikasi lain,negatif
1,tidak bisa memberi solusi ketika sedang ada permasalahan,negatif
5,ok lah untuk jaga anterjemput ontime,positif
5,asyik kok meskipun tarif di atas sesuai lah,positif
5,bagus bisa ke mana man,positif
1,suka lama dapat kendaraan nyaapa lagi kalau benar benar lagi buru buru kita nya,negatif
5,okmantep,positif
2,ini gmna pesanan gofood sudah di confirm nunggu lamatapi tiba kaga dpet driver kecewaa banget mana udah laper pula,negatif
5,gojek transport emng oke,positif
1,yg kasih promo gojek tapi menyalahkan akun katanya ada indikasi kecurangan dalam aplikasi waduh pusing jadinya akun gojek tidak bisa di gunakan,negatif
2,tolong jangan nyusahin driver sudah orderan nunggu ber jam sih penumpang nunggu driver sampai km n argo tidak sesuai ke driver tolong hilangkan biaya pelayanan dan penanganan di gojek customerdriver jadi beban semua argo turunbbm naik kasihan driver dengan argo minim jemput jauh habisin bensin driver tolong dengerin keluhan driver,negatif
5,mantabs apk nya,positif
1,saya pesan goride dab dibatalin krena dpt aksrs transportasi lain tapi kenapa lucunya uang saya gak kembali tolong jelasin,negatif
5,sangat membantu dan praktis,positif
1,kaga jelas lama masa harga naik setiap hari di jam berangkat kerja gojek lama makin kaga jelas uninstal ajah teman ini apk penyedia layanan ojek kaga jelas,negatif
5,senang pake aplikasi gojek sukses terus y gojek,positif
1,go car untuk jarak dekat driver tidak ada yang mau,negatif
1,sudah top up gopay berhasil tapi saldo tidak ter update tidak bisa dipakai mau bangkrut yaa gojek kok jadi jelek,negatif
5,makyos mie nya enak banget mie nya juga banyak,positif
5,oke sangat membantu,positif
1,tbtb gopay berkurang k pas liat history buat google play katanya padahal gak diapaapain dan udah dua kali kejadian kekgini,negatif
1,gopay later brutal nyekik konsumen kendala apk gk bsa bayar tagihan tiba lewat hari tgihan rb dendanya rb  gk ngotak emang perhitungan dri mana denda bisa berlipatlipat dari tagihan,negatif
1,orderan makin kesi tuh makin susah aja,negatif
3,kenapa kita sudah bayar sesuai diaplikasi akan tetapi masih diminta biaya tambaha lagi pakir rb mohon penjelasanya,negatif
5,mudah dan hemat,positif
5,solusi cepat saat ga masak,positif
1,aplikasi jelek,negatif
1,bikin kesel kecewa banget aplikasinya suka eror ke order dobel x padahal jelas jelas penumpang sdh naik tiba tiba ke order lg bukan cuman saya tapi temen temen saya juga sering mengalami,negatif
2,gabisa balas chat,negatif
5,aplikasi multifungsi yang sangat di gunakan segala hal aktifitas saya,positif
5,selalu membantu,positif
1,mkin kesini mkin jrg ada voucher gofood,negatif
1,saya ga suka sekali dengan aplikasi ini dikarenakan setiap mau memesan makanan atau transportasi itu selalu error dan lama sekali,negatif
5,maju terus start up e commerce indonesia,positif
5,memakai gojek nyaman dan aplikasi mudah di gunakan,positif
5,nyaman,positif
5,okelah made in indo,positif
1,benar keterlaluansemakin lama semakin menyebalkan aplikasi ini,negatif
1,gak bisa login katanya akun nya udah terdaftar kan mau login kok gak bisa,negatif
5,baru prtama kli download trnyata bermanfaat jga,positif
5,terima kasih sangat membantu,positif
4,bener sangat membantu sya aplikasi yg sangat mantap,positif
5,semenjak saya punya gojek saya gak perlu repot karna ada gojek,positif
1,di sortir lagi itu resto yang suka batalin dah nunggu lama malah dibatalin sama gomart kalo gk jelas sistemnya mending di ilangin aja itu aplikasinya gak jelas lama gojek bukannya bagus malah rada,negatif
5,mempermudah untuk sehari hari top deh pokonya,positif
1,buat gofood tolong adain lagi dong fitur cancel nya ga bisa di cancel karna takut ngerugiin restoran skrg restoran mana yg orderan bru msuk trs mknan lgsg jd detik itu jg ha orderan mana seengganya kasih wktu detik kek buat klo ga sengaja pesen tuh bisa di cancel mana koneksi nya lemot bgt lagi skrg hadeh,negatif
5,baguss bett njirr,positif
5,yah,negatif
5,sangat membantu sekali aplikasi ini,positif
2,saat gofood salah mencet pesen trs saya langsung batalin eh mala gabisa gajelas gofood,negatif
5,visca barca,positif
5,bagus dan amanah,positif
5,senang pakai aplikasi ini lancar dalam pelayanan,positif
1,dari kemarin mau beli barang tapi selalu gagal buat transfer tulisannya ada aktivitas tidak wajarmasalahnya udh seharian kayak gitu udh coba contact email support tapi gada jawaban mohon diperbaiki,negatif
2,admin slow ress kalo nanganin trouble,negatif
3,gojek knpa sihh ini ga bisa masuk kendala kendala teknis mulu,negatif
2,parah ga bisa sambungin link aja,negatif
1,ditutup saja ptnya,negatif
1,mulai bikin resah ga usah ada gopay pinjamlah siapa yg pinjem siapa yg d teror tolong dkaji ulang,negatif
5,gojek the best,positif
5,opsi transportasi yang merakyat dan profesional,positif
1,aplikasi buruk saya pesen ada driver di sekitar saya gk ada yang mw terima pesanan,negatif
5,bagus respon cepat,positif
5,mantap pelayanannya ramah dan pengertian,positif
5,sangat membantu harga nya juga murah banyakin lagi promo nya ya,positif
5,hari ini gak bisa pesan motor dipaksa pesan mobil tarik saldo harus upgrade isi data ktp ribetnya lebih ribet daripada persatuan pinjol,negatif
2,ini emg skg prosesnya dari pesen makanan harus ber jam ya kayak gini jadi repot harusnya bisa lgsg sat set malah jadi patokan pesen sampe anter bisa sampe jam belum lagi kalo ganti driver harus nunggu lagi bener bikin repot,negatif
5,bagus mantab,positif
5,mebantu,positif
5,top markotop,positif
5,selama ini sh nyaman pake gojeklmyan ada potongan diskon,positif
5,mantap gojek,positif
1,saya topup gopay sampe x kaga masuk parah si ini makin kesini makin gak beres,negatif
4,enak bangett biasa nya ongkir nya jarangg sama driver nya juga kadang cepet,positif
4,saya baru download ini kayak nya cocok untuk menjalan kan bisnis,positif
2,tolong edukasi para driver terutama gocar nya kalo memang ga mau antar tolong infokan baik ke pelanggan jangan didiemin nunggu penumpang yg cancel ini sudah sangat merugikan waktu kami sudah nunggu lama harus booking ulang,negatif
5,banyakan selah diskon,positif
5,jemput pemesan cepat salut drivernya ramah ramah,positif
3,baru kali ini dibikin kecewa sama ni aplikasi udah sering ganti driver buat ganti anter makanan kalo seenggaknya gak mau terima jangan main accept orderanya,negatif
5,sangat membantu kemudahan bertransportasibanyak voucher diskon dan aman,positif
5,enakcuk driver nya asiik,positif
5,sangat bermanfaat dan mempermudah langkah,positif
1,nyari driver susah banget dapatnya padahal udh nunggu  jam,negatif
5,mantap setiap hari kemana mana mau dekat jauuh sekalipun aku selalu pakai gojek,positif
5,sangat membantu mengerjakan segala sesuatu,positif
3,gopay pinjam bpkb ternyata sama dengan manualmasih survey dll,negatif
5,bagus buat org yg mager,positif
1,bisa gak klo sudah di pesan jgn buat nunggu lama sudah nunggu lama tiba tiba ojek ganti buat lama lgi buang buang waktu,negatif
1,lokasi nya eror saya pesen nya di lampung dateng nya ke jakarta,negatif
5,sangat membantu apalagi kalau banyak diskon nya,positif
5,tepat cepat keren,positif
1,kurang suka di karenakan driver pada ilang,negatif
5,aplikasi simpel dan banyak diskon menarik,positif
5,jadi tau,positif
1,pembatalan ke klik aja sulit,negatif
5,bagus banget aplikasi gojek ini ngirim nya beneran tepat waktu,positif
1,grabfood gak ada menu cancel,negatif
1,kecewa sama gojek saya melakukan pesanan sampai x tetapi gak ada satu driver yg nerma pesanan pdhal posisi saya di suatu alfamart dan di situ banyak driver gojek lgi ngumpul dan anehnya sekian banyaknya mereka gak ada satu pun ngambil tetapi saat saya download grab sekali doang langsung dapat driver unistal aja gojek,negatif
1,aplikasi ini cuman membodohi mitranya doangcuman nguntungin pihak aplikator saja untuk sekarang,negatif
5,pelayanannya bagus dan ramah drivernya,positif
5,pokoknya ok,positif
1,kok sekarang gofood ga ada fitur masukan voucher diskon ya meskipun bener ga ada voucher masa fiturnya hilang dan kenapa bener ga ada voucher diskon apakah karena saya berlangganan gojek plus,negatif
5,sangat membantu dan aman,positif
1,gofood bisa enggak sih waktu lebih cepat harga ongkir lebih murah harga mark up enggak tinggi banget kayak platform oren sebelah lamalama kesel aku uninstall juga ganti shopee food,negatif
5,gojek paling aman dan cepat,positif
1,ga pernah telat bayar paylater malah tiba akun di blokir,negatif
5,sangat bermanfaat untuk aplikasi gojex,positif
1,gojek sekarang susah order mudah batalin drivernya padahal udah ditungguin lama paket aceng sama slot nyusahin customer juga ini mah gofood dah dibatalin aplikasi x dibatalin driver ya x kali mana nunggu tiap ganti driver menit lebih itungannya nunggu pesanan sampe jam kalo ga tektokan sama driver ga bakal diambil orderan makanannya ini kasian juga cuma dapet rebu per order slot kayak judol aja nama paketnya rezeki abang gojekny juga tektokan ngomongnya,negatif
1,gojek nih kebiasaan voucher goride pasti abis mulu percuma ngadain promo pakw voucher tapi setiap mau klaim udah abis mulu ga jelas ga niat banget sih klo niat ngasih voucher bikin voucher yang banyak jadi ga keabisan mulu klo pelanggan mau klaim pelit banget heran gw,negatif
5,apl sengat membantu sekali,positif
1,tolong kalo memang gabisa tepat waktu jangan kasih kami keterangan itu hilangkan saja terutama go food pengantaran express resto nyiapin lama datang telat gaada kenapa napa tapi di suruh bayar lebih buat pengantaran express,negatif
5,cepet dan bagus,positif
5,masih terdepan,positif
1,parah gojeg masa saya ongkos nya  keterimanya ke driver cuman  gak kira kira aja kasian atuh drivernya,negatif
5,aman dan terpercaya,positif
5,sangat berguna dan hemat,positif
4,utk driver bintang namun resto respon yg terlambat alias pesanan cukup lama padahal tidak antri,positif
2,service tidak memuaskan saat butuh order di cancel,negatif
1,saya pelanggan dari tahun tahun terakhir ini saya pesan selalu pakai goride comfort kalo perlu ternyata gk menjamin dapat driver yg oke ya kecewa banget udah x ini sampe akhirnya hilang kepercayaan sama gojek bye gojek mau pindah aja terimakasih atas tahun nya,negatif
1,tambah mahal pake plus mending pindah ke sebelah mana drivernya helemnya gak ada yg bener jelek semuanya layanan nambah parah ongkos tambah mahal aplikasi anak bangsa,negatif
5,sangat membantumakasih,positif
1,pay later gk bisa dipakaigegara gnti pendanaan ank bangsa biadab emng bikin susah org aj,negatif
5,iyahbentul,positif
5,kemana mana jadi lebih gampang,positif
1,sekali ongkir  ratus ribu bangkrut di kantong aku,negatif
3,tolong di benerin lama banget nunggu driver dapet tapi di batalin drivernya terus berkala kali kalo perlu kurangin rating driver nya kalo gitu di tunggu lama lama,negatif
5,sejauh ini aplikasi kesayangan karena drivernya baik,positif
1,jelek akh mahal ongkir mending beli mixue beli makan dtg langsung aja guys praktis murah tinggal bagi rezeki ke tukang parkir supaya idup berkah panjang umur amin,negatif
2,emangg rataa semua driver gofood judes semuaa,negatif
5,sering keliru titik jemputnya padahal sy sdh nulis alamat jellas dan bener,positif
1,aplikasi jauh dari kata manfaat,negatif
3,gak lagi pake promo gofood yang diskonnya gede di halaman penjual tidak dicantumkan ukurannyaporsinya pas datang makanannya ukuranporsinya mungkin dikurangin misal roti toast beef teriyaki di harga k tapi tidak dicantumkan di resto itu regulerkecilnya beli lah kopi dapat diskon yang datang ukuran toastnya kecil ya lumayan sih diskon tapi ini tidak berlaku di resto besar yang sudah terkenal ya,negatif
2,kalo gerimis mending jalan kaki daripada cari gocar di gojek,negatif
5,buat gosend kenapa lama banget dapet nya,positif
5,nyaman sekali,positif
5,oke selama ini,positif
1,pesanan go food dibatalkan aplikasi secara sepihak dengan alasan tak ada driver padahal sudah lapar menunggu sangat lama sekitar sejam lebih kalau tak niat melayani jangan buka menu go food di hari rayahari libur atau konfirmasi diawal bahwa tak ada driver kembali terulang untuk sekian kalinya saya tak respect lagi dengan go food,negatif
1,kenapa gomart gabisa batalin pembelian,negatif
5,ngasih notif terus program swadaya voucher makan di kantinnya tapi giliran di pake g bisa kan aneh padahal voucher masih berlaku,negatif
1,ga suka pokonya,negatif
3,driver sering kali ga membawa uang kembalian,negatif
5,aplikasi yang berguna di masa kini,positif
